1600,14,40,1,0
1600,14,40,2,0
1600,14,40,3,0
1600,14,40,4,0
1600,14,40,5,0
1600,14,40,6,0
1600,14,40,7,0
1600,14,40,8,0
1600,14,40,9,0
1600,14,40,10,0
1600,14,40,11,0
1600,14,40,12,0
1600,14,40,13,0
1600,14,40,14,0
1600,14,40,15,44779
1600,14,40,16,0
1600,14,40,17,0
1600,14,40,18,0
1600,14,40,19,0
1600,14,40,20,0
1600,14,40,21,0
1600,14,40,22,0
1600,14,40,23,0
1600,14,40,24,0
1600,14,40,25,0
1600,14,40,26,0
1600,14,40,27,0
1600,14,40,28,0
1600,14,40,29,0
1600,14,40,30,17481
1600,14,40,31,0
1600,14,40,32,0
1600,14,40,33,0
1600,14,40,34,0
1600,14,40,35,0
1600,14,40,36,0
1600,14,40,37,0
1600,14,40,38,0
1600,14,40,39,0
1600,14,40,40,0
1600,14,40,41,0
1600,14,40,42,0
1600,14,40,43,0
1600,14,40,44,0
1600,14,40,45,22462
1600,14,40,46,0
1600,14,40,47,0
1600,14,40,48,0
1600,14,40,49,0
1600,14,40,50,0
1600,14,40,51,0
1600,14,40,52,0
1600,14,40,53,0
1600,14,40,54,0
1600,14,40,55,0
1600,14,40,56,0
1600,14,40,57,0
1600,14,40,58,0
1600,14,40,59,0
1600,14,40,60,20079
1600,14,40,61,0
1600,14,40,62,0
1600,14,40,63,0
1600,14,40,64,0
1600,14,40,65,0
1600,14,40,66,0
1600,14,40,67,0
1600,14,40,68,0
1600,14,40,69,0
1600,14,40,70,0
1600,14,40,71,0
1600,14,40,72,0
1600,14,40,73,0
1600,14,40,74,0
1600,14,40,75,17478
1600,14,40,76,0
1600,14,40,77,0
1600,14,40,78,0
1600,14,40,79,0
1600,14,40,80,0
1600,14,40,81,0
1600,14,40,82,0
1600,14,40,83,0
1600,14,40,84,0
1600,14,40,85,0
1600,14,40,86,0
1600,14,40,87,0
1600,14,40,88,0
1600,14,40,89,0
1600,14,40,90,17239
1600,14,40,91,0
1600,14,40,92,0
1600,14,40,93,0
1600,14,40,94,0
1600,14,40,95,0
1600,14,40,96,0
1600,14,40,97,0
1600,14,40,98,0
1600,14,40,99,0
1600,14,40,100,0
1600,14,40,101,0
1600,14,40,102,0
1600,14,40,103,0
1600,14,40,104,0
1600,14,40,105,21145
1600,14,40,106,0
1600,14,40,107,0
1600,14,40,108,0
1600,14,40,109,0
1600,14,40,110,0
1600,14,40,111,0
1600,14,40,112,0
1600,14,40,113,0
1600,14,40,114,0
1600,14,40,115,0
1600,14,40,116,0
1600,14,40,117,0
1600,14,40,118,0
1600,14,40,119,0
1600,14,40,120,19522
1600,14,40,121,0
1600,14,40,122,0
1600,14,40,123,0
1600,14,40,124,0
1600,14,40,125,0
1600,14,40,126,0
1600,14,40,127,0
1600,14,40,128,0
1600,14,40,129,0
1600,14,40,130,0
1600,14,40,131,0
1600,14,40,132,0
1600,14,40,133,0
1600,14,40,134,0
1600,14,40,135,18270
1600,14,40,136,0
1600,14,40,137,0
1600,14,40,138,0
1600,14,40,139,0
1600,14,40,140,0
1600,14,40,141,0
1600,14,40,142,0
1600,14,40,143,0
1600,14,40,144,0
1600,14,40,145,0
1600,14,40,146,0
1600,14,40,147,0
1600,14,40,148,0
1600,14,40,149,0
1600,14,40,150,18679
1600,14,40,151,0
1600,14,40,152,0
1600,14,40,153,0
1600,14,40,154,0
1600,14,40,155,0
1600,14,40,156,0
1600,14,40,157,0
1600,14,40,158,0
1600,14,40,159,0
1600,14,40,160,0
1600,14,40,161,0
1600,14,40,162,0
1600,14,40,163,0
1600,14,40,164,0
1600,14,40,165,18510
1600,14,40,166,0
1600,14,40,167,0
1600,14,40,168,0
1600,14,40,169,0
1600,14,40,170,0
1600,14,40,171,0
1600,14,40,172,0
1600,14,40,173,0
1600,14,40,174,0
1600,14,40,175,0
1600,14,40,176,0
1600,14,40,177,0
1600,14,40,178,0
1600,14,40,179,0
1600,14,40,180,17522
1600,14,40,181,0
1600,14,40,182,0
1600,14,40,183,0
1600,14,40,184,0
1600,14,40,185,0
1600,14,40,186,0
1600,14,40,187,0
1600,14,40,188,0
1600,14,40,189,0
1600,14,40,190,0
1600,14,40,191,0
1600,14,40,192,0
1600,14,40,193,0
1600,14,40,194,0
1600,14,40,195,18017
1600,14,40,196,0
1600,14,40,197,0
1600,14,40,198,0
1600,14,40,199,0
1600,14,40,200,0
1600,14,40,201,0
1600,14,40,202,0
1600,14,40,203,0
1600,14,40,204,0
1600,14,40,205,0
1600,14,40,206,0
1600,14,40,207,0
1600,14,40,208,0
1600,14,40,209,0
1600,14,40,210,17377
1600,14,40,211,0
1600,14,40,212,0
1600,14,40,213,0
1600,14,40,214,0
1600,14,40,215,0
1600,14,40,216,0
1600,14,40,217,0
1600,14,40,218,0
1600,14,40,219,0
1600,14,40,220,0
1600,14,40,221,0
1600,14,40,222,0
1600,14,40,223,0
1600,14,40,224,0
1600,14,40,225,18343
1600,14,40,226,0
1600,14,40,227,0
1600,14,40,228,0
1600,14,40,229,0
1600,14,40,230,0
1600,14,40,231,0
1600,14,40,232,0
1600,14,40,233,0
1600,14,40,234,0
1600,14,40,235,0
1600,14,40,236,0
1600,14,40,237,0
1600,14,40,238,0
1600,14,40,239,0
1600,14,40,240,18243
1600,14,40,241,0
1600,14,40,242,0
1600,14,40,243,0
